@relation clean_data_v2

@attribute WIND numeric
@attribute IND numeric
@attribute RAIN numeric
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric
@attribute MONTH numeric

@data
3.58,4,0,0,17.8,4,6.411678,2.736547,10
10.63,0,0.2,0,16.2,4,6.411678,2.736547,10
11.92,0,3.8,0,18.6,4,6.411678,2.736547,10
11.5,0,0,2,16.9,4,6.411678,2.736547,10
16.13,4,0,0,18.3,4,6.411678,2.736547,10
9.87,0,0,0,18,4,6.411678,2.736547,10
14.37,0,0,0,16.6,4,6.411678,2.736547,10
4.33,0,0,0,16.6,4,6.411678,2.736547,10
1.04,0,0.1,0,16.5,4,6.411678,2.736547,10
1.38,0,0,0,12.6,4,6.411678,2.736547,10
1.5,0,0,0,14.7,4,6.411678,2.736547,10
3.33,0,0.6,0,16.1,4,6.411678,2.736547,10
13.88,0,1.3,0,16.1,4,6.411678,2.736547,10
13.42,0,1.7,2,15,4,6.411678,2.736547,10
12.54,0,0.3,0,15.9,0,8.5,2.736547,10
9.29,4,0,0,16.4,0,14.3,2.736547,10
4.04,4,0,0,15.5,0,12.4,2.736547,10
8.25,0,0.1,0,16,0,12.5,2.736547,10
7.46,0,0,0,11.8,0,3.5,2.736547,10
11.58,4,0,0,13.2,0,5,2.736547,10
8.25,4,0,0,12.4,0,7.4,2.736547,10
13.37,4,0,0,15.6,0,8.2,0.2,11
19.41,0,10,0,17.5,0,12,11,11
4.75,0,20.5,0,9.5,0,9,8,11
10,0,0.1,0,7.4,0,2.6,-1.7,11
9.67,0,0,0,10,1,-0.2,-8,11
2.88,0,0,0,12.8,0,0.5,-7,11
11.29,0,1.2,0,10,1,-1.5,-9,11
18.16,0,3,0,8.4,1,-0.6,-0.8,11
10.71,0,4.6,0,7,0,4.4,-1,11
12.87,0,3.8,0,8.8,0,2.6,-1.5,11
5.79,0,15,0,6,0,5.5,0.5,11
7.04,0,0,0,5.5,0,0,-5,11
5.41,0,0,0,6.3,0,0.4,-5.9,11
4.29,0,1.2,0,3.6,1,-2.6,-9.7,11
9.79,0,0.7,0,6.6,1,-1,-4.3,11
11.96,0,0.8,0,6.5,1,-0.1,-6.6,11
10.25,4,0,0,8.8,1,-0.8,-6.5,11
16.25,4,0,0,12.6,0,0,-1.2,11
19.25,0,0.8,0,12.2,0,8.5,6.2,11
11.96,0,0.2,0,9,0,4.4,-0.4,11
2.96,0,15.4,0,7,0,3,-0.7,11
2.58,0,0,0,8.4,1,-0.4,-4.6,11
14.96,0,0,0,8.4,0,1.8,-2,11
8.92,0,1.1,0,6.2,1,-0.1,-4.5,11
9.5,0,0,0,6,1,-0.5,-6.5,11
8.21,0,0.3,0,6,1,-2.6,-10.5,11
13.17,0,0.5,0,8,1,-1,-1.2,11
12.38,0,0,0,2.5,1,-0.6,-6.5,11
9.5,0,0.1,0,3.8,1,-2.5,-7.4,11
7.71,0,1.4,0,8,1,-0.5,-3.5,11
8.96,0,0,0,8.9,0,3.6,-2,12
12.87,0,5.9,0,10.9,0,6,0.5,12
12.21,0,0.7,0,8.8,0,8,5,12
7.21,0,0,0,4.1,1,-0.1,-5.4,12
8,0,0.9,0,8.7,1,-1.1,-7.9,12
11.04,0,0.2,0,10.2,0,0.2,2.736547,12
15.54,0,0.2,0,11.5,0,2.5,-3.6,12
7.25,4,0,0,10.6,0,9,6.8,12
5.5,4,0,0,9.6,0,6,-1.4,12
7.5,0,1.5,0,10.5,0,5.8,2.4,12
5.66,0,0.3,0,5.1,1,-0.7,-8.3,12
2.88,0,0.1,0,4.8,1,-4.5,-10,12
11.34,0,4.4,0,9,1,-5.8,-10.8,12
14.92,4,0,0,8.5,0,4.8,3,12
12.92,0,0,0,5,0,1.9,-1.6,12
7.12,0,5.2,0,5.8,1,-3,-10.4,12
17.67,0,7.1,0,5.5,1,-3,-4,12
10.13,0,7.6,0,6.3,0,1.5,2.736547,12
11.79,0,0,0,9.8,0,2.8,1.6,12
8.75,0,11.1,0,12.3,0,0.6,-5.5,12
14.46,0,4.6,0,14.2,0,1,2.736547,12
13.33,0,0.9,0,9.4,0,5.1,0.5,12
10.5,0,0.2,0,10.9,0,5.1,-0.9,12
4.96,0,0,0,7.5,0,5.2,-0.9,12
6.21,0,2.3,0,5.3,0,0.5,-4.7,12
5.25,0,0,0,3.3,1,-0.9,-6.5,12
3.04,0,0,0,4.8,1,-1.4,-8.2,12
9.71,4,0,0,5.6,1,-4.5,-11.1,12
14.29,4,0,0,4.8,0,1.5,0,12
16.79,4,0,0,5.5,0,0.5,0,12
14.58,4,0,0,4,0,3,0.2,12
9,0,0.3,0,5.6,0,1,-1.5,1
8.58,0,0.3,0,6.8,0,1.2,1.2,1
5.13,0,2,0,1.1,1,-1.5,-6,1
8.92,0,0.1,0,0.8,1,-6,-12,1
12.33,0,0.5,0,2.5,1,-6.1,-11.5,1
10.34,0,0,0,2.2,1,-3.2,-8,1
8.58,0,0.3,0,4.6,1,-8,-13.5,1
19.08,0,3.1,0,8,1,-8,2.736547,1
13.54,0,6.4,0,8.8,0,2.4,0.5,1
4.63,0,2.7,0,8.8,0,4.4,-2.5,1
5.5,0,7.8,0,7.5,0,2.4,-2.2,1
6.13,0,3.3,0,7,0,5.5,5,1
11.29,0,8.7,0,9.3,1,-2.8,-9.6,1
9.62,0,1.1,0,9.2,0,5.9,3.8,1
6,0,1,0,8.2,0,5.6,1.1,1
3.83,0,1.3,0,7.5,0,4.9,4.8,1
16.54,0,6,0,11.3,0,4.6,-1,1
12.87,0,0.1,0,12,0,6,5.3,1
16.79,0,1.3,0,10.6,0,3,-5.5,1
9.96,0,0.6,0,12.2,0,6.5,-1,1
13.33,0,0.5,0,12.7,0,7,8,1
8.54,0,4.1,0,12.8,0,4.5,-1.8,1
11.29,0,0.4,0,8.5,0,5.4,3.5,1
11.08,0,2.6,0,9.8,0,2.5,-2.1,1
2.25,0,0.3,0,12,0,2.8,-2.6,1
7.04,0,0.1,0,8.6,0,2.5,-2.8,1
5.17,0,0.2,0,7.5,1,-1.2,-8,1
13.75,0,0,0,8,1,-1.5,-1,1
10.83,0,1,0,7.1,0,5.7,4.5,1
5.66,0,0,0,6.3,0,5.6,5,1
17.54,0,1.5,0,10.4,0,5.1,2.6,1
18.25,0,3,0,11.2,0,5,5,2
13.96,0,3.4,0,8,0,5.5,2,2
14.29,0,7.3,0,8.4,0,3,-0.9,2
5.63,0,0,0,4.3,0,0.6,-4.9,2
5.33,0,0,0,6.4,1,-2.3,-9,2
7.17,0,0.6,0,5.7,1,-3.3,-11.2,2
17.54,0,0,0,6.8,1,-2,2.736547,2
15.5,0,3.2,0,6.5,0,2.6,-0.6,2
17,0,2.6,0,4.5,0,1.2,-2,2
10.83,0,0.1,0,6.2,0,0.8,-1.8,2
6.5,0,0.2,0,5.4,1,-2.4,-7.8,2
10.13,0,1.1,0,4,0,0.2,0.1,2
8.75,0,1.6,0,3.8,1,-4,-6,2
5.91,0,0.4,0,3.8,1,-2.2,-7.5,2
5.41,0,0.2,0,2.8,1,-1.2,-6,2
7.67,0,9.2,0,4,1,-0.7,-6,2
15.79,1,0.8,0,5.7,0,0.5,-0.8,2
13.5,0,2.8,0,8.5,0,0.9,-3,2
16.54,0,3.5,0,11.6,0,2.6,1,2
17.04,0,6,0,10.8,0,1.8,-1.5,2
21.96,0,6.8,0,11.5,0,2.9,2.736547,2
16.88,0,3.4,0,8.5,0,6.6,4.4,2
15.29,0,0.1,0,8.9,0,2.4,0.2,2
15.29,0,1.8,0,7.6,0,1.6,-3.4,2
10.88,0,0,0,7.3,0,1,-1.5,2
4.33,0,0,0,7.3,1,-0.4,-6.2,2
7.67,0,1.3,0,5.9,1,-3.4,-10.4,2
6.42,0,0,0,6.1,0,2.4,-1.5,2
14.62,0,0.9,0,10.5,1,-1.4,-9.3,3
10.63,0,0.2,0,5.8,0,3.4,0.3,3
10.25,0,3.9,0,6.2,1,-2,-6.9,3
13.62,0,0,0,5.5,1,-0.3,-1.2,3
8.83,4,0,0,3.8,1,-1.9,-7,3
8.5,4,0,0,7,1,-0.8,-7.8,3
10.29,4,0,0,4.8,1,-1.8,-6.8,3
11.21,0,1.3,0,6.8,0,1,-1.5,3
7.25,0,0.9,0,6.6,0,1.4,-2.6,3
10.08,0,7.4,0,6.2,1,-1,-6,3
16.88,0,5.8,0,7.5,0,1,-0.1,3
14.37,0,2.3,0,5.6,0,1.5,-0.2,3
16.75,0,0,0,6,0,2.4,0,3
7.29,0,0,0,8.4,0,2.1,-3.5,3
8.33,0,0,0,10.2,0,3,-1,3
14.92,0,0.5,0,11.5,0,4.7,1.1,3
22.04,0,0.1,0,14,0,5,2.736547,3
19.7,0,0.4,0,8.5,0,2,0.5,3
12.25,0,0.3,0,10.5,0,1.5,-2.5,3
15.29,0,0,0,14.6,0,5.4,2.736547,3
7.38,0,6.8,0,9.3,0,7.4,4.6,3
5.25,0,0.3,0,10.5,1,-1,-7.1,3
11.34,0,1.3,0,8.8,0,4.4,-1.4,3
8.17,4,0,0,6.8,0,2.8,-1.8,3
4.25,0,0.2,0,9.8,1,-3,-9,3
11.58,0,0.2,0,9.8,1,-0.4,-2.6,3
11.92,0,0,0,7.5,1,-0.9,-6.7,3
13.46,4,0,0,12.1,0,3.2,-0.6,3
16.38,0,1.3,0,11.8,0,5.4,1.4,3
19,0,2,0,10.7,0,5.5,2.1,3
15.16,0,0.2,0,8.8,0,3.2,-0.6,3
13.08,0,0.2,0,6.8,1,-2,-7,4
10.83,0,0,0,9.7,1,-0.6,-7,4
12.04,0,0,0,10.7,0,2.4,-3,4
11.34,0,0.5,0,12.3,0,3.1,-2.2,4
14.25,0,2.5,0,11,0,4.5,-1.2,4
14.42,0,0,0,8.8,0,3.1,-0.6,4
8,0,0.5,0,8.5,1,-0.5,-7.3,4
7.46,0,0.5,0,8.2,0,0.1,-5.7,4
8.92,0,0,0,8.9,0,0.4,-4.5,4
6.25,0,8.6,0,8.4,0,1.4,-1.4,4
3.96,0,11.7,0,6.9,0,2.2,1.5,4
14.58,0,15.6,0,5.8,0,3.4,1.6,4
4.96,4,0,0,10.4,1,-0.2,-4.4,4
5.66,0,4,0,13.8,0,4,-0.2,4
9.71,0,5,0,16.4,0,7.8,8.4,4
13.17,0,0.1,0,15,0,11.4,10.1,4
11.75,0,2,0,17.2,0,11.2,7.6,4
11,0,3,0,14,0,6.8,3.6,4
11.08,0,1.1,0,11.4,0,2,-1.8,4
15.41,0,2.5,0,11.4,0,2.1,-1,4
14.58,0,7.6,0,13.8,0,4,2.736547,4
19.55,0,3.2,0,14.5,0,8,8.1,4
16.21,4,0,0,12.4,0,8.5,7.6,4
6.92,0,15.7,0,12.5,0,0.9,-4.4,4
19.41,0,0.1,0,10.5,0,5,5.5,4
12.12,0,0,0,10.8,0,2,-3.5,4
7.33,0,0.5,0,10.2,0,0,-5.9,4
13.83,0,1.6,0,11.1,0,2.9,-1.6,4
9.04,0,1.1,0,13.2,0,3,-1.9,4
8.29,0,0,0,16.3,0,6.5,7.4,4
12.75,0,0,0,18,0,10.3,6.7,5
16.66,0,0,0,19.8,0,10.4,10.4,5
9.71,0,0,0,16.5,0,10.1,5.7,5
9.25,4,0,0,15.4,0,10,2.5,5
6.79,0,0,0,15.8,0,9.8,8,5
3.37,0,8.1,0,12.2,0,9,6,5
5.91,0,0.6,0,14.2,0,8.1,4.8,5
7.92,4,0,0,17.5,0,9.5,6.2,5
12.5,0,0,0,11.4,0,8.2,7.6,5
10.21,0,0.7,0,12.8,0,9.2,8.8,5
5.75,0,0,0,13.8,0,9,8.8,5
7.25,0,0,0,17.5,0,8.4,2.5,5
2.54,0,0,0,17.5,0,5.4,-1,5
3.25,0,0,0,17,0,5.9,-0.9,5
3.83,0,0,0,16.4,0,8.4,2.6,5
7.17,0,0,0,15.4,0,8.1,1.5,5
2.79,0,0,0,16.6,0,9.3,2.2,5
8.54,0,0.5,0,18.8,0,12.4,6.6,5
12.04,0,0,0,16,0,9.4,9,5
15.83,0,0.6,0,18,0,8.7,4.8,5
17.37,0,0.2,0,14.8,0,8.5,4.6,5
8.87,0,0,0,17.1,0,7.9,3.7,5
8.75,0,0,0,18.4,0,9.2,5.5,5
10.08,0,2.2,0,17.9,0,10.9,6,5
14.17,0,0,0,17.6,0,10,4.2,5
13.37,0,0,0,19.5,0,10.6,6.1,5
6.46,0,0,0,20,0,10.3,4.2,5
5.33,0,0,0,15.6,0,10.5,7,5
6.04,0,0,0,16.6,0,8.5,0,5
10.58,0,0,0,16.6,0,9.4,6.2,5
13.37,0,0,0,21,0,12,8,5
4.12,0,0.5,0,17.2,0,11.4,10.4,6
6.5,0,0,0,19.6,0,12.2,8.4,6
6.75,0,0,0,23.6,0,11.9,6.3,6
11.08,0,0,0,19.4,0,11.2,3.5,6
8.33,0,0,0,18.5,0,10.4,3.5,6
5.91,0,0,0,19,0,9.8,1.7,6
5.04,0,0,0,21.5,0,10.4,5,6
3.42,0,0,0,21.5,0,11.8,6.5,6
1.46,0,0,0,23.5,0,11.5,10.5,6
1.63,0,0,0,25.3,0,11.4,11.4,6
2.42,0,0,0,22.5,0,13.6,9.9,6
2.25,0,0,0,18.2,0,13.5,10.9,6
3.13,0,0,0,20.9,0,13.1,11.5,6
5.21,0,0,0,19.4,0,13,8.4,6
1.75,0,0,0,22.4,0,8.6,4.5,6
9.25,0,0,0,16.8,0,10.8,8,6
11.96,0,1.3,0,18.6,0,12.2,10.4,6
2,0,2.3,0,19.5,0,13.5,12.5,6
2.42,0,0,0,21.2,0,13.8,13.2,6
7.21,0,0,0,19.8,0,14,12,6
15.41,0,1.1,0,18.4,0,13.2,2.736547,6
8.92,0,1.6,0,20,0,11.4,9.6,6
8.33,0,2.8,0,18,0,10.5,8,6
14.5,0,0.4,0,19.2,0,13.4,13,6
9.29,0,0,0,19.5,0,10.7,8,6
7.83,0,2.2,0,18,0,13,9,6
4.79,0,10.2,0,18.5,0,12,7.5,6
13.67,0,1.5,0,17.2,0,12.5,11.2,6
15.92,0,1.4,0,16.8,0,10,8,6
7.87,0,2.2,0,16,0,9.8,5,6
19.95,0,2.2,0,16.1,0,10.5,8.3,7
18.29,0,0,0,16.7,0,10,7.4,7
9.42,0,0.2,0,18.8,0,9.1,5,7
12.12,0,0.3,0,19.5,0,13.8,13,7
9,0,0,0,23,0,12.1,8.6,7
7.08,0,0,0,22.6,0,15.4,13.7,7
3.21,0,0,0,20.2,0,12.2,6.1,7
6.34,0,5.4,0,22,0,14.9,9.4,7
12.62,0,0.4,0,16.7,0,10.5,8.9,7
10.79,0,3.8,0,18.3,0,9,5,7
15.87,0,0,0,18,0,12,8,7
17.5,0,0,0,24,0,13.4,11.9,7
14.58,0,3.7,0,18.4,0,12.9,10,7
12.87,0,0.3,0,16.4,0,9.4,8.8,7
12.46,0,0,0,17,0,8.6,5,7
7.41,0,0,0,20,0,8.7,4.1,7
8.71,0,0,0,22.6,0,12.6,9.6,7
11.04,0,2.5,0,21.8,0,13.9,12.5,7
8.21,0,0,0,17.8,0,12.5,11.5,7
9.33,0,0.5,0,15.5,0,7.6,4,7
9.17,0,0,0,16.1,0,7.4,2.4,7
5.79,0,5.5,0,19.6,0,5.8,-1,7
4.58,0,11.1,0,23.2,0,12.3,11.6,7
10.79,0,6,0,21.1,0,14.2,12.6,7
10.34,0,7.1,0,19,0,9.7,6.5,7
8.08,0,9.8,0,19,0,12.5,7.5,7
7.79,0,0.3,0,21.2,0,14.5,14,7
7.41,0,1,0,20,0,12,7.5,7
6.96,0,0,0,18.2,0,10,5,7
12.17,4,0,0,21.6,0,13,9.8,7
4.67,0,0.1,0,19.8,0,16,14.8,7
2.58,0,0,0,21,0,15.6,13.8,8
2.62,0,0,0,21.6,0,15,14.2,8
4.5,0,14.8,0,22.2,0,12.2,6.6,8
2.25,0,0.1,0,21.5,0,14.8,12.6,8
5.37,0,0.1,0,16.6,0,13.3,6.8,8
3.04,0,0.7,0,16.6,0,14.8,11.4,8
1.29,0,0,0,17,0,13,11,8
4.46,0,0,0,16.6,0,12.8,11.1,8
13.13,0,1.5,0,19.7,0,13,10.6,8
8.29,0,0.2,0,19.8,0,14.7,14.5,8
3.17,0,0,0,20,0,9.6,4.8,8
4.96,0,3.3,0,22.7,0,15.4,13,8
7.5,0,5.6,0,18.2,0,16.3,13.3,8
7.96,0,0.8,0,17.2,0,10,5,8
10.37,0,23.1,0,17.6,0,10.6,5.5,8
20.75,0,0,0,16,0,10.4,9.7,8
10.41,4,0,0,17.5,0,8.1,4.5,8
1.21,4,0,0,14.8,0,9.2,5.2,8
5.88,0,0,0,17.6,0,9.8,3.8,8
13.5,0,1,0,18,0,11.5,8,8
10.88,0,6.2,0,17.2,0,11.6,10.6,8
6.34,4,0,0,17.6,0,13.4,12,8
1.42,0,0,0,17,0,10,5.2,8
1.75,0,0,0,20.2,0,9.8,3.9,8
1.21,0,0,0,19.5,0,10.1,9,8
0.37,0,0,0,15.8,0,9.6,10.6,8
1.25,0,0,0,18.3,0,8.5,9.2,8
1,0,0,0,18.9,0,9.6,7,8
4.67,0,0,0,23.8,0,11.3,5.2,8
9.42,0,0.7,0,20.2,0,12.9,7.6,8
14.04,0,1.3,0,17.5,0,10.1,2.736547,8
11.38,0,4,0,18.3,0,10.2,7,9
11.29,0,1,0,20.4,0,13,11,9
7.17,0,0,0,15.6,0,11.2,7.5,9
12.92,0,0,0,19.1,0,12.6,10.2,9
10.34,0,0.1,0,19.7,0,12.3,8,9
5.17,0,0,0,21.2,0,12.3,8,9
5.71,0,6.8,0,19.5,0,10.8,3,9
11.63,0,1.4,0,16.6,0,13.2,11.4,9
22.37,0,0.8,0,16.8,0,12.5,9.5,9
15.71,0,1.3,0,14.8,0,10.6,9,9
8.54,0,0.2,0,15.4,0,10.4,2.736547,9
5.58,0,2.2,0,15.4,0,5.2,1.2,9
5.04,4,0,0,16.6,0,6,2.8,9
5.96,0,6.1,0,15.1,0,7.2,4.3,9
9.75,0,0.9,0,17.5,0,4.8,0.3,9
19.08,0,5.6,0,19.2,0,10,11,9
0.54,0,2.8,0,14.8,0,12.6,11,9
4,0,0.2,0,18.4,0,7.8,4.8,9
4.08,0,0,0,21.8,0,12.5,12.3,9
3.17,0,0,0,17,0,10.8,5.6,9
6.54,0,0.6,0,19.6,0,13.2,10.2,9
4.54,0,0,0,19.4,0,13.7,9.5,9
1.17,0,0,0,19.8,0,10,9.8,9
4.5,0,10.5,0,18,0,10,5.3,9
10.75,0,0.3,0,17.1,0,14.9,13,9
3.13,0,1.1,0,17.6,0,9.6,4.1,9
4.67,0,0.2,0,19,0,12,7.5,9
13.17,0,2.3,0,17.4,0,9.8,7.3,9
12.08,0,0.5,0,14.5,0,11.2,9,9
17.29,4,0,0,16.6,0,11,9,10
20.62,4,0,0,12.2,0,10.4,7.5,10
11.75,0,0.6,0,15.1,0,8,4.8,10
18.75,0,6.4,0,16.4,0,11.2,10.6,10
14.88,0,0.5,0,13.8,0,9.4,7.3,10
11.63,0,0,0,13,0,6.7,4,10
8.25,0,0.4,0,13.4,0,5.4,2.5,10
4.42,0,0.7,0,12.5,0,3,-1,10
4.17,0,0,0,14.5,0,1.5,-3.2,10
3.25,0,0,0,15.4,0,5.9,1.6,10
3.04,0,3.3,0,15.2,0,8,0.4,10
6.13,0,0,0,16.5,0,11.3,5.6,10
8.12,0,0,0,18.6,0,12.5,8.1,10
6.08,0,0,0,17.6,0,12.1,8.2,10
6.13,0,0,0,15.2,0,8.1,3.9,10
4.12,0,0,0,14.5,0,12.6,10,10
5.88,0,0,0,15.6,0,8,2.5,10
19.62,0,1,0,14.7,0,9.1,5.4,10
18.58,0,0.7,0,11.5,0,7.9,4.7,10
16.33,4,0,0,8.5,0,4.2,1,10
10.96,4,0,0,9.1,0,4,-0.1,10
6.87,0,0,0,11.2,0,6,2,10
12.25,0,0,0,14,0,8,6.6,10
15.87,0,0.9,0,15.4,0,10.2,11,10
12.21,0,6.1,0,12.8,0,11.2,10.2,10
8.54,0,6.2,0,12,0,6.4,2.5,10
10.17,0,5.9,0,13.5,0,4.6,-2,10
9.33,0,1,0,15.8,0,8.8,8,10
13.17,0,0.6,0,16.5,0,9.2,8.8,10
12.46,0,15.3,0,16.5,0,11.4,8,10
16.25,0,0.4,0,18.9,0,10,9.2,10
11.46,0,12,0,15.5,0,8.5,5.5,11
13.33,0,0.5,0,14.5,0,8.5,8.1,11
12.92,0,0.2,0,12.5,0,7.4,4.7,11
13.5,0,0.7,0,12,0,7.1,3.7,11
7.33,0,28.3,0,9.5,0,5.4,1.9,11
9.71,0,0,0,9.9,0,6.5,6.5,11
14.42,0,2.5,0,11.7,0,1.8,-4.1,11
15.75,0,2.3,0,11.4,0,8,5,11
10.96,0,4.4,0,14,0,7.6,6.3,11
11.92,0,0.7,0,9.6,0,8.5,6.8,11
15.09,0,0.1,0,7.4,0,3,0,11
8.75,0,0,0,6.6,0,2,-1,11
8.25,0,0,0,6.5,1,-0.1,-6,11
6.04,0,4.4,0,8,1,-1.1,-8.5,11
10.75,0,0,0,8.8,1,-0.4,-2.1,11
4.92,0,9.9,0,8.8,0,6,3,11
8.96,0,9.8,0,8.2,1,-0.9,-6.5,11
9.5,0,4,0,8.5,1,-0.9,0,11
7.92,0,9.8,0,7.6,1,-1.5,-9,11
10.21,4,0,0,6.6,0,2.5,-0.6,11
5.79,0,13.6,0,9.5,0,1.6,-5,11
12,0,6.8,0,14.6,0,5.5,0.3,11
6.79,0,0.5,0,14.5,0,9.3,2.736547,11
11.21,0,0.7,0,14.8,0,9.2,7.9,11
7.21,0,4.1,0,11.4,0,10,4.5,11
9.54,0,4.3,0,13.4,0,9.1,2.5,11
9.96,0,0.1,0,12.9,0,10.9,8.5,11
2.21,0,3.4,0,9.1,0,6.6,1.5,11
7.83,4,0,0,8.4,0,5.5,2.4,11
9.33,0,0,0,9.2,0,4.4,-0.8,12
14.75,0,0.5,0,11.8,0,5,4,12
6.96,0,5,0,12.2,0,8.2,6.4,12
12.5,0,0.2,0,9.4,0,5.6,0,12
13.75,0,3.5,0,9.4,0,5.8,2,12
17.33,0,2.1,0,8.5,0,5.6,1.2,12
7.54,0,0,0,8,0,5.1,0,12
3.46,0,0,0,7,1,-1,-7.8,12
1.79,0,0.1,0,7.5,1,-3.2,-10,12
6.58,0,0,0,7.6,1,-3,2.736547,12
9.21,0,0.4,0,10.4,0,6,4.5,12
8.17,0,1.9,0,10.5,0,6.6,5.5,12
6.79,0,0,0,7.8,0,3,-0.4,12
2.42,0,0.7,0,9.6,1,-2.8,-10,12
5.04,0,0,0,11.4,1,-2.6,-4.5,12
10.96,0,0.2,0,12.2,1,-0.9,-7.1,12
7.62,0,0.5,0,12.5,0,5.1,5,12
9.83,0,0,0,13.1,0,7.5,5,12
12.75,0,0.9,0,13.5,0,11.6,8.9,12
6.13,4,0,0,7.5,0,0.1,-6.8,12
5.83,0,0,0,5.5,0,1.2,-4.5,12
5.96,4,0,0,6.4,0,0.1,-4.8,12
10.13,0,1.1,0,7.7,1,-1.2,-8,12
9.42,0,2.7,0,6.4,0,0.4,-0.5,12
8.42,0,4.5,0,4.8,0,3.2,-0.9,12
13.33,0,3.3,0,6.2,0,0.8,-7.2,12
11.58,0,13,0,3.8,0,1.6,-2,12
7.21,0,10.2,0,5.6,0,1.8,-0.5,12
17.88,0,1.1,0,5.6,0,2,-0.8,12
13.79,0,0,0,4.3,0,4,1.5,12
4.83,0,0.5,0,2,1,-1.9,-8.5,12
4.63,0,0,0,3,4,6.411678,-9,1
5.83,0,0,0,4.5,4,6.411678,-0.6,1
2.5,0,0,0,1.8,4,6.411678,-4,1
7.12,0,0.5,0,5.8,4,6.411678,-11,1
17.96,0,3.4,0,9.4,4,6.411678,2.6,1
11.63,0,0.3,0,13.4,4,6.411678,0.1,1
19.21,0,0,0,12.6,4,6.411678,10.1,1
14.62,0,0.7,0,14.1,4,6.411678,2,1
20.3,0,0.1,0,14,4,6.411678,8.4,1
17.96,4,0,0,16.8,4,6.411678,8.1,1
11.04,0,0,0,10.4,4,6.411678,1.5,1
3.88,4,0,0,10.4,4,6.411678,-3.5,1
6.87,0,0.2,0,9.4,4,6.411678,6,1
4.17,0,0,0,9.8,4,6.411678,4.8,1
2,0,1.1,0,8.4,4,6.411678,1,1
4.33,0,0.3,0,10.5,4,6.411678,-3,1
12.42,0,2.5,0,11.6,4,6.411678,-2.2,1
14.46,0,0.4,0,11.8,4,6.411678,0.6,1
15.96,0,1.1,0,8.5,4,6.411678,3,1
12.62,0,18,0,8,4,6.411678,-3.2,1
5.58,0,0.4,0,8.5,4,6.411678,-1.6,1
10,0,0.3,0,10.5,4,6.411678,-3.5,1
13,0,4.3,0,9,4,6.411678,-0.5,1
21.17,0,0.4,0,10.2,4,6.411678,0.3,1
11.71,0,0.5,0,10.2,4,6.411678,4.1,1
6.13,0,0,0,8.3,4,6.411678,-6,1
5.83,0,2.2,0,8.2,4,6.411678,-7,1
8.38,0,0.1,0,4.7,4,6.411678,-0.5,1
7.08,0,0,0,6.6,4,6.411678,-0.3,1
7.04,0,0.1,0,3.2,4,6.411678,-12.3,1
13.79,0,0,0,4.4,4,6.411678,-5,1
8.21,0,0,0,4.8,1,-0.8,-5,2
11.67,0,0.3,0,8.8,1,-4,-11,2
10.92,4,0,0,9.6,1,-0.8,2.736547,2
3.5,4,0,0,8.2,0,6.5,5.5,2
4.96,0,0,0,8.6,0,7,5.2,2
2.83,0,0,0,6.6,0,4.8,3.5,2
7.08,0,0,0,7.5,0,5.4,4.6,2
6.79,0,0,0,8.8,0,1.6,-4.4,2
8.67,0,0,0,8.9,0,6.2,0.4,2
5.71,0,0.4,0,9.4,0,6.1,1.2,2
5,0,2.6,0,9,0,5.2,3.6,2
21.71,0,5,0,11.1,0,5.4,3.6,2
19.62,0,0.5,0,6.5,0,3,0.9,2
18.5,0,1.1,0,7.5,0,1.9,-0.5,2
9.54,0,4.9,0,4.1,0,0,-3.2,2
11.96,0,0.7,0,7.8,1,-2.4,-10.8,2
13.21,0,4.2,0,9.9,0,2,-3.6,2
11.71,0,0,0,9.8,0,4.3,0.9,2
5.91,0,1.8,0,11.4,0,2.1,-3.1,2
17.04,0,0.7,0,11.6,0,4.5,2.1,2
12.08,0,0.2,0,10.1,0,4.6,0.6,2
6.25,4,0,0,10.8,1,-1,-8.2,2
6.58,4,0,0,10,0,2.2,-5,2
3.17,4,0,0,11.3,0,4.2,-1.5,2
2.33,4,0,0,8.6,0,5.2,3.6,2
2.54,0,5,0,10.4,0,3.2,-4.5,2
2.62,0,2.9,0,8.8,0,6.5,5.4,2
3.04,0,4.5,0,9,0,7,3.5,2
6.71,0,4.7,0,9.2,0,7,5.5,3
7.87,0,0,0,9.7,0,1.2,-4.5,3
6.38,0,0,0,9.5,0,1.2,-2.8,3
8.25,0,0,0,6.4,0,3,-0.5,3
8.58,0,0.1,0,7,0,0.4,-3,3
6.87,0,0,0,6.8,0,2,1,3
3.42,0,0,0,7.7,0,1.5,-2.5,3
2.25,0,0,0,8,0,1.3,-1.2,3
6.71,0,0,0,11.2,0,3.4,4.1,3
7,0,0.3,0,11.7,0,0,-4.2,3
8.92,0,0,0,12,0,4.9,4.7,3
13.29,0,0,0,12.5,0,6,4.1,3
4.71,0,4.4,0,8.7,0,6,4,3
3.25,0,0.1,0,9.1,0,1.4,0.4,3
4.33,0,0.1,0,7.4,1,-1.3,-5.2,3
8.21,0,0.2,0,8.5,1,-2.6,-7,3
11.21,0,14.6,0,6.6,0,2.4,-0.4,3
19.08,0,0.2,0,5.8,0,3,1.8,3
12.12,0,0,0,8.2,0,0.6,-2,3
5.96,0,0,0,8,0,1.9,-2,3
