@relation windata-weka.filters.unsupervised.attribute.Remove-R1

@attribute WIND numeric
@attribute IND numeric
@attribute RAIN numeric
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric

@data
5.88,0,0,0,5.7,0,0.3,-4.7
10.08,0,1.2,0,5,1,-0.1,-4.6
9.5,0,0.3,0,7,0,2.2,-2
10.29,0,0.1,0,7.8,0,1.7,-1
10.67,0,0,2,6.5,0,5,4.4
15.16,0,0,2,10,0,3.2,-3.6
15.37,0,12.3,0,8.3,0,4.9,2.3
12.87,0,11.4,0,9.4,0,4.9,4.4
13.21,0,0.4,0,12.8,0,7.1,4.3
6.54,0,0,0,10,0,0.2,-4.3
17.41,0,16.2,0,5.6,0,3.3,-1.1
23.13,0,0.9,0,5.7,0,1.7,0
22.54,0,11.1,0,5.6,0,3.7,0
15.37,0,10.6,0,10.2,0,3.6,2
11.34,0,0.8,0,9.8,0,4.8,2.2
8.71,0,1.7,0,11.1,0,6.3,1.8
6.08,0,0.2,0,9,0,6.4,6.6
11,0,2.8,0,12.3,0,3.9,-0.7
7.58,0,8.6,0,11.4,0,7.3,4.4
15.37,0,0.1,0,10.3,0,2.9,0.3
6,0,2.8,0,10.2,1,-1.1,-5
9.67,0,8.7,0,8,0,3.9,1.6
8.92,0,0.5,0,7.7,0,5.8,6.1
7.71,0,0.3,0,7.2,0,5,4.4
7.71,0,0,0,6.7,0,0.3,-3.1
10.58,0,0,0,5.7,0,4.2,-0.5
12.04,0,0.3,0,6.6,0,4.3,3.4
10.63,0,0.1,0,7.8,0,0.8,-2.3
11.83,0,0,0,7.2,0,2.1,-1
12.75,0,0,0,7.7,0,1.1,-1.4
6.58,0,5,0,11.1,0,0.5,-3.2
7.33,0,0,0,11.1,0,3.1,-1.5
7.29,0,0,0,12.6,1,-1,-3.6
11.63,0,0,0,14,2,6.1,2.8
18.05,0,0.4,0,14.2,0,7.8,4
8.54,0,0,0,13.3,0,1.3,-1.6
10.04,0,1.1,0,14.1,0,7.2,2.8
14.37,0,0.1,0,13,0,9.7,8.2
15.96,0,2.2,0,12.7,0,4.4,1.4
19.04,0,1,0,12.2,0,4.8,3.4
10.71,0,0.7,0,14,0,7.2,5
9.17,0,7,0,11.6,0,7,4.3
12.79,0,0.5,0,12.7,0,7.1,6.1
12.87,0,0,0,12,0,7.6,5.5
4.75,0,1,0,12.5,0,2.3,-1.2
9.25,0,3.2,0,10.7,0,3.5,-1
5.41,0,4.5,0,9.2,0,6.1,4.6
9.04,0,2.5,0,11.5,0,4.4,1.8
9.79,0,0,0,14.6,0,5.1,1.4
7.83,0,6.7,0,12.2,0,2.8,-1
12.29,0,0,0,14.6,0,8.3,7.8
7.21,0,2.4,0,14.6,0,10.1,4
11.42,0,2.5,0,14.3,0,9.7,8.6
11.63,0,5.8,0,15.5,0,9.4,7.7
15.09,0,2.8,0,14.2,0,7.7,5.7
14.5,0,3.4,0,13.7,0,6.7,4.8
11.08,0,4.5,0,14,0,6,3.3
9.79,0,1.1,0,16.6,0,8.3,7.7
20.08,0,3.4,0,15,0,8.5,5.4
19.41,0,2.2,0,15.7,0,7.5,5.6
15.54,0,0,2,15,0,6.5,4.4
9.75,0,1,0,15.1,0,10,6.1
16.66,0,3.6,0,15.7,0,10.5,7.8
19.7,0,3.2,0,14.7,0,6.5,4.4
15.96,0,6.3,0,14.5,0,9.6,6.1
15.92,0,6,0,14.4,0,7.2,4.3
15.04,0,0,0,17.7,0,8.8,8
14.37,0,0,0,18.3,0,11.7,9.4
11.54,0,0,0,15.6,0,6.6,3.3
9.92,0,0,0,16.1,0,5.1,2.4
5.25,0,0,0,18.4,0,5,1.7
5.66,0,0,0,20.1,0,8.3,6.1
7.08,0,0.5,0,17.7,0,7.4,3.4
13.46,0,0.4,0,18.3,0,12,9.8
7.33,0,3.8,0,15.1,0,7.2,4.1
7.54,0,0.8,0,15.2,0,5.8,2.3
6.96,0,0,0,16.8,0,11.8,9.3
10.71,0,0.7,0,12.7,0,9.3,7.5
10.92,0,0,0,16.4,0,7.7,5.3
11.08,0,0,0,18.2,0,10.2,8
11.29,0,0,0,18.7,0,10.6,9
6.13,0,0,0,19.4,0,6.6,3.1
8.87,0,0,0,19,0,10,5.8
10.54,0,0.5,0,15,0,11,9.3
8.17,0,0,0,18.8,0,11.5,11.2
3.08,0,2.8,0,18.5,0,6.1,3.2
13.54,0,0.3,0,15.5,0,11.6,7.7
17.37,0,3,0,10.8,0,9.4,8.7
10.67,0,1.4,0,11.4,0,6.7,6.1
7.67,0,3.8,0,16.1,0,7.2,5
15.5,0,0.4,0,18.4,0,9.5,9.5
11.12,0,1,0,18.3,0,12.2,9.4
8.25,0,4.2,0,14.5,0,11.1,6.2
10.04,0,0.4,0,18.3,0,11.5,10.3
10.71,0,0.3,0,18,0,9.5,7.1
8.58,0,5.9,0,17.2,0,12.6,10.7
9.62,0,6.8,0,19.1,0,11.6,7.7
11.21,0,0.4,0,19,0,11.2,9.3
6.75,0,7.4,0,16.8,0,12.3,11.1
8.63,0,0,0,18.1,0,10.6,7.3
13.25,0,1.3,0,16.1,0,7.2,4.3
15.37,0,0,0,16.5,0,8.2,5.5
13.21,0,0.1,0,19.2,0,9.7,7.5
6.17,0,4,0,16.3,0,10.5,8.5
5.91,0,0,0,17.3,0,8.4,4.7
13.25,0,0,0,15,0,6.3,2.8
10.25,0,0,0,16.3,0,4.4,1.8
8.96,0,0.2,0,19.3,0,4.4,?
3.67,0,1.2,0,14.5,0,10.5,8.5
4.63,0,1.3,0,16,0,9.7,10.3
4.29,0,0,0,20.1,0,7.1,3.4
3.92,0,0,0,19.6,0,10.6,7.1
8,0,2.4,0,21.8,0,10.6,8.1
10.41,0,2.1,0,18.7,0,13.4,12.7
5.21,0,0,0,17.2,0,13,12.6
8.92,0,0,0,20,0,8.8,5.7
14.88,0,0,0,20.6,0,12.5,10
7.92,0,0,0,20.2,0,12,9.7
9.87,0,0,0,18.1,0,12.7,11.4
6.58,0,0,0,16.5,0,11.3,10.6
5.21,0,0,0,17.3,0,5.7,2.7
8.42,0,0.2,0,17.8,0,9.3,8.3
6.42,0,0,0,17.3,0,7.6,3.8
19.41,0,1.9,0,17.2,0,11.1,7.3
16.21,0,4.3,0,16.1,0,10.5,8.5
14.5,0,0,0,17.6,0,9,6.8
12.25,0,3,0,18.3,0,7.7,5.5
13.42,0,0,0,20.5,0,13.3,12.2
6.54,0,0,0,17.7,0,10.1,7.7
9.54,0,2,0,19.8,0,10.6,7
13.54,0,0,0,21.1,0,14.4,14
11.58,0,0,0,22,0,5,?
4.29,0,3.8,0,22.3,0,9,4.8
4.08,0,0.2,0,20.7,0,14.4,12.2
4.63,0,10,0,16.3,0,13.4,11.6
7.79,0,1,0,18.3,0,14,12.6
2.5,0,3.9,0,18.1,0,12.2,8.8
1.96,0,0.3,0,19.5,0,12.2,9.7
4.63,0,0,0,21.2,0,12.7,9.4
6.83,0,0,0,20.8,0,14.8,14.6
9.96,0,0,0,22.2,0,14.4,11
8.17,0,0,0,21.7,0,15.5,14.6
3.96,0,0,0,19.7,0,10.1,7.8
15.09,0,0,0,21.5,0,12.3,10.6
11.96,0,0.2,0,21.1,0,13.2,12.4
6.71,0,0,0,19.6,0,14.8,13.6
10.13,0,0.2,0,22.3,0,14.8,14.2
13.79,0,0.2,0,19.7,0,13.5,12.8
16.54,0,0,0,18.3,0,13.4,12.2
14.04,0,0,0,20.4,0,14,12.7
8.71,0,0,0,23.7,0,15.5,15
4.42,0,0,0,21.8,0,15.5,12.4
7.67,0,11.8,0,19.1,0,14.4,10.5
6.83,0,3.3,0,18.8,0,11.5,11.1
9.21,0,10.1,0,16.5,0,10.1,8.3
6.96,0,1.3,0,18.4,0,11.1,10.2
4.88,0,1.2,0,19.1,0,7.8,8.8
3.08,0,4.5,0,17,0,13.1,6.4
3.63,0,0,0,18.8,0,12.8,11.6
2.46,0,0,0,18.2,0,7.5,5.8
5.09,0,0,0,17.1,0,12.7,10.5
3.04,0,0,0,18.8,0,10.1,6.7
2.79,0,2.4,0,19,0,9.5,6.4
7.08,0,13.9,0,18.5,0,12.7,10.4
13.42,0,24.3,0,17,0,14.4,13.8
15.09,0,1,0,16.2,0,13.8,13.3
10.67,0,0,0,15.4,0,7.3,5.1
5.71,0,2.6,0,15.5,0,4.3,-0.4
4.25,0,0,0,15.7,0,3.3,-0.4
9.42,0,0,0,19.1,0,7.8,4.1
13.62,0,1.2,0,18.7,0,13.7,9.5
15.34,0,0,0,21.5,0,16,13.2
13,0,0,0,22.2,0,15.7,14.3
8.04,0,0,0,20.5,0,13.6,8.6
7.12,0,0,0,23.1,0,10.4,5.6
11.34,0,5,0,18,0,11.5,7.7
9.25,0,0,0,17.2,0,8.1,-1.6
4.38,0,0,0,16.8,0,3.2,1
7.21,0,0,0,16.6,0,4.2,1.1
11.29,0,0.1,0,17.1,0,10.3,6.7
10,0,0,0,20,0,12.2,9.2
2.04,0,0,0,18.3,0,11.1,8.3
2.46,0,0,0,19,0,9.3,8.1
5.63,0,13.7,0,16.9,0,9.3,7.1
8.58,0,0,0,18.3,0,11,9.1
10.37,0,0.2,0,20.3,0,9.4,7.3
12.33,0,0,0,18.9,0,12.6,?
13.29,0,0.8,0,20.1,0,13.9,12.8
14.58,0,0.1,0,21.8,0,16.7,15.6
10.75,0,0,0,19,0,14.4,13.9
4.5,0,0,0,15.7,0,5.9,2.2
9.17,0,0.4,0,19.4,0,8.6,5
9.42,0,3.6,0,19.6,0,14.4,14
10.13,0,17.3,0,17.8,0,10.9,7.8
8.08,0,0.6,0,15.6,0,10.8,8.7
9.29,0,0.9,0,15.2,0,7.2,4.6
10.75,0,1.9,0,17.2,0,7.8,5.1
15.12,0,0,0,16.1,0,8.6,6.4
10.17,0,0.4,0,14.7,0,5.9,4.1
8.33,0,3.5,0,16.9,0,3.3,-0.2
14.21,0,0,0,18.4,0,8.4,?
6.83,0,2,0,20.6,0,10.7,6.4
15.04,0,1.4,0,17.7,0,12.9,7.9
10.58,0,1.4,0,18.4,0,12.8,8.8
9.08,0,0.7,0,16.1,0,11.1,6.2
6.25,0,0,0,16.7,0,9.4,6.7
6.87,0,0,0,19.2,0,4.1,-0.9
5.88,0,0,0,18.9,0,7.4,2.9
3.67,0,0,0,15.7,0,6.7,1.1
3.08,0,0,0,16.1,0,7.2,2.3
6.96,0,0,0,14.4,0,6,1.3
7.67,0,0,0,16.2,0,3.4,-0.9
6.87,0,5,0,17.3,0,3.4,2.2
10.41,0,3.6,0,16,0,13.4,11.6
16.46,0,8.8,0,15.4,0,7.3,4.3
18.71,0,0.5,0,13.6,0,11,8.2
14.83,0,2.3,0,11.9,0,7.7,3.7
7.12,0,24.5,0,10.6,0,4.9,-1
15.37,0,1.6,0,10.4,0,0.6,0
8.71,0,0.4,0,10.4,0,1.6,-1.4
6.75,0,2.2,0,12.1,0,1.6,-1.6
9.08,0,2.7,0,9,0,0,-1.1
9.13,0,2.7,0,10.4,0,3.3,4
12.04,0,0.5,0,10.7,0,5.1,2.9
10.13,0,0.4,0,12.8,0,5.7,1.1
5.58,0,0,0,12.4,0,1.8,-1.8
4.17,0,0.2,0,17.2,2,4,?
5.17,0,0,0,17.1,0,11.8,6.6
5.75,0,1.2,0,16,0,6.2,1.7
5.25,0,0,0,15.4,0,10.2,6.7
12,0,1.6,0,10.4,0,6.2,3.9
14.71,0,0.1,0,9.3,0,5,-0.7
10.37,0,1,0,11,0,0.8,-2.6
6.25,4,0,0,12.8,0,4.3,?
6.25,0,0.9,0,14.4,0,6.3,3.7
2.54,0,0,0,15.3,0,7.8,3.3
2.46,0,0,0,13.2,0,2.3,-1.2
1.92,0,0,0,10.3,0,4.4,0.1
1.75,0,0,0,11.7,0,4.9,2.1
6.21,0,0.3,0,12.8,0,7.8,6.1
2.46,0,0,0,12.1,0,5.4,2.2
6.17,0,0,0,10.9,0,1.1,-1.9
8.54,0,0,0,10.7,0,2.1,-2.2
9.67,0,0,0,10.6,0,5.4,0.4
8,0,0,0,10.2,0,8.2,7.2
5.88,0,0,0,9.7,0,7.2,6.4
9.21,0,0,0,10.1,0,1.8,-2.6
7.71,0,0,0,9.4,0,0.6,-4
3.46,0,0,0,10.1,1,-5,-7.8
2.96,0,0.7,0,10.2,1,-5,-7.9
8.96,0,0.3,0,14.1,3,-3.9,-6.9
14.04,0,1.9,0,14.3,0,3.3,3.2
16.13,0,0.6,0,14.3,0,7.9,5.7
24.08,0,1.1,0,11.4,0,9.2,7.2
17.88,0,2.2,0,12.8,0,5.4,2.8
17.33,0,6.3,0,13.3,0,7.1,7.3
9.62,0,5.2,0,15.6,0,5.8,2.8
12.42,0,0.3,0,14.4,0,7.4,2.8
11.29,0,0,0,12.6,0,10.9,8.3
9.25,0,0,0,11.1,0,5.1,-0.2
6.46,0,0.3,0,13.8,0,4.6,1.6
11.63,0,0.1,0,12.9,2,6.3,6.8
13.54,0,0,0,14,0,7.6,7.8
18.16,4,0,0,14.4,0,8.2,?
8.5,0,0.1,0,13.4,0,9.8,8.2
13.21,0,1.7,0,13.2,0,9.9,8
16.08,0,0,0,7,0,2.1,-1
15.41,0,1.6,0,6.8,0,0.4,-2.4
14.71,0,0.7,0,7.2,0,0.8,?
11.12,0,0,0,6.8,1,-0.9,-6
12.42,4,0,0,7.8,0,2.2,-1.1
15.04,0,0.7,0,10.3,1,-1.4,-6.1
15.79,0,0.1,0,7.2,0,3.3,1.4
9.54,0,1.4,0,10.7,0,2.1,-1
16.42,0,0.4,0,12.1,0,1.1,-0.4
19.38,0,11.4,0,12.7,0,7.8,7.8
16.75,0,7,0,13.7,0,6.3,1.7
20.88,0,15.5,0,12.9,0,4.8,2.6
13.54,4,0,0,11,0,6.8,7.2
7.17,0,0,0,8.2,0,0.2,-4
14,0,11.8,0,13.3,1,-3.2,-7.9
12.75,0,18.5,0,13.2,1,-2.6,?
15.71,0,0,0,12.4,0,4.4,2.3
8.87,0,0,0,5.1,0,0.1,-4.4
7.83,0,6.7,0,9,1,-4,-8.3
9.87,0,0.7,0,7.9,1,-3.9,?
8.21,0,0.2,0,6.7,0,4.4,0
3.21,0,0,0,4.4,0,1.9,-1.7
6.29,0,0.5,0,7.1,0,0.8,-0.3
10.21,4,0,0,7.4,0,1.8,-0.1
14.37,0,0.3,0,7.1,0,3.2,-0.6
15.04,4,0,2,7,0,5.3,3
10.34,0,4.3,0,6.2,0,4.6,2.7
10.17,0,0,0,5.6,0,1.1,-1.2
10.79,4,0,0,5,1,-2.7,-5.7
8.71,0,18.7,0,3.7,1,-2.6,-5.6
10.37,0,2.8,0,4.2,1,-0.9,-2.2
6.96,0,1.8,0,7.9,1,-3.6,-7.9
17.88,0,1.3,0,9.4,1,-3.4,?
20.3,0,3.4,0,5.6,0,5,3.9
19.83,0,0.3,0,6.2,0,1.6,-0.4
10.25,0,0,4,?,4,?,-2.2
7.79,0,0.6,4,?,4,?,-5.5
8.63,4,0,4,?,4,?,-4.6
7.71,4,0,4,?,4,?,-7.7
7.62,4,0,4,?,4,?,-10.4
14.79,0,0.2,4,?,4,?,3.2
13.17,0,2.9,4,?,4,?,8.4
13.21,0,1.4,4,?,4,?,2.6
21.84,0,5.6,4,?,4,?,0.5
19.62,0,0.3,4,?,4,?,6.6
18.12,0,0.3,4,?,4,?,5.2
17.21,0,4.1,4,?,4,?,0.5
23.45,0,3.9,4,?,4,?,-0.7
20.12,0,3.5,4,?,4,?,-1.1
17.08,0,5.5,4,?,4,?,-0.7
18.84,0,4.7,4,?,4,?,0
28.5,0,13.7,4,?,4,?,1.1
16.96,4,0,4,?,4,?,0.6
10.63,0,32.4,4,?,4,?,-4.3
20.12,0,2.1,4,?,4,?,0.5
10.63,0,3.5,4,?,4,?,-6.1
11.34,0,0,4,?,4,?,-3.4
9.92,0,1,4,?,4,?,-1.1
5.58,0,0.2,4,?,4,?,-1.1
5.5,0,0,4,?,4,?,-0.3
8.87,0,4.2,4,?,4,?,0.4
9.33,0,4.9,4,?,4,?,-0.6
10.29,0,3.3,4,?,4,?,-1.4
13.29,0,0,4,?,4,?,-0.6
15.09,0,0,4,?,4,?,-0.5
13.88,0,0,4,?,4,?,0
8.63,0,0,4,?,4,?,-7.2
8.83,0,0,4,?,4,?,-2.6
4.21,0,0,4,?,4,?,-9.2
3.63,0,0,4,?,4,?,-1
5.66,0,0,4,?,4,?,-6.2
4.79,0,0,4,?,4,?,0.5
9.38,0,0,4,?,4,?,2.6
4.79,0,0,4,?,4,?,-3.2
6,0,0.3,4,?,4,?,2.5
7.29,0,0,4,?,4,?,0
12.87,0,0,4,?,4,?,1.2
21.04,0,0.9,4,?,4,?,5
18.63,4,0,4,?,4,?,0.2
9.29,0,0,4,?,4,?,-4.5
8.33,0,0,4,?,4,?,1.3
5.88,0,0,4,?,4,?,-0.2
9.42,4,0,4,?,4,?,4.8
4.25,4,0,4,?,4,?,-4.5
13.46,4,0,4,?,4,?,4.6
15.92,0,1.1,4,?,4,?,3.2
11.83,0,0.4,4,?,4,?,0.8
10,0,0.1,4,?,4,?,1.7
7.41,0,1.5,4,?,4,?,2.6
12.42,0,1,4,?,4,?,-0.5
4.79,0,0,4,?,4,?,-7.7
10.83,0,0.4,4,?,4,?,-5.8
8.46,0,0.1,4,?,4,?,-1.2
11,0,1.1,4,?,4,?,-5.5
17.33,0,3.1,4,?,4,?,-5.5
8.79,0,0.4,4,?,4,?,-8.8
14.83,0,6.3,4,?,4,?,-5.5
22.46,0,0,4,?,4,?,-0.3
11.54,0,0,4,?,4,?,-3.4
8.46,0,0,4,?,4,?,-7.7
10.63,0,0,4,?,4,?,-7
8.46,0,0,4,?,4,?,-5.5
9.33,0,0,4,?,4,?,-8.1
18.34,0,0,4,?,4,?,0.7
12.42,0,0.4,4,?,4,?,-2.5
13.17,0,0.6,4,?,4,?,4.4
8.58,4,0,4,?,4,?,-0.3
9.21,0,0,4,?,4,?,3.5
15.92,0,2.4,4,?,4,?,4.8
20.3,0,1.3,4,?,4,?,4.4
6.63,0,0.6,4,?,4,?,2.1
12.96,0,0.7,4,?,4,?,-0.7
7.12,0,3.2,4,?,4,?,-1.6
12.58,0,6.6,4,?,4,?,2.3
12.08,0,5,4,?,4,?,4
8.38,0,4.5,4,?,4,?,3.8
10.5,0,1,4,?,4,?,6.1
14.04,0,2.7,4,?,4,?,2.2
17.12,0,6.8,4,?,4,?,0
14.04,0,0.6,4,?,4,?,2.6
16.66,4,0,4,?,4,?,8.3
7.41,0,0,4,?,4,?,-1.1
5.71,0,0,4,?,4,?,-5.2
10.83,0,0,4,?,4,?,-3.2
10.67,0,0,4,?,4,?,-0.5
8.67,0,0,0,11.1,0,6.1,-2.2
8.12,0,0,0,16.7,0,1.8,-3.2
8.71,0,0,0,15,0,0,-4.3
11.34,0,1,0,13.8,0,7.2,4.4
4.88,0,1.4,0,10.7,0,6.4,2.7
9.17,0,1,0,11.7,0,0.6,-3.3
8.08,0,0.2,0,11.8,0,1.9,-2.2
9.92,0,0.6,0,13.9,2,7,4.6
12.17,0,10.2,0,13.9,0,2.9,-1.7
18,0,0.9,0,12.2,0,6.6,6.8
19.55,0,3.9,0,9.4,0,3.7,1.7
18.66,0,0.6,0,12.1,0,4.4,1.9
10.37,0,4.3,0,12.9,0,3.4,-0.1
12.46,0,1.3,0,14.6,0,7.4,6.7
15.34,0,0.1,0,14.4,0,10.6,9.7
16.21,0,0.8,0,14.4,0,7.7,5.3
27.08,0,1,0,13.9,0,10.1,9.8
21.87,0,0.8,0,12.3,0,3.9,0.6
20.38,0,0.1,0,11.7,0,0.7,-0.8
8.04,0,0,0,8.9,0,1.7,-1.9
7.5,4,0,0,10.1,1,-1.7,-6.1
4.79,0,2,0,12.1,0,3.4,-2.9
8.67,0,0.2,0,12.8,0,4,1.8
8.08,0,5.2,4,?,0,3.2,-2
10.88,0,0.3,4,?,4,?,?
21.5,0,2.8,0,12.3,0,5.4,2.2
12.21,0,2.7,0,11.8,0,5.4,2.8
8.33,0,0.3,0,10.3,0,5.4,4.6
6.92,0,0,0,10.7,0,6.2,3.4
10.25,0,0,0,12.2,0,7.2,3.3
12.12,0,1.2,4,?,4,?,7.4
14,0,1.4,4,?,4,?,7.8
7.46,0,3,4,?,4,?,2.1
11,0,3.6,4,?,4,?,4.7
15.25,0,1.2,4,?,4,?,6.6
7.08,0,4.5,4,?,4,?,-1.1
11.58,0,1.4,4,?,4,?,7.1
17.46,0,6.4,4,?,4,?,8.3
15.25,4,0,4,?,4,?,5.6
4.79,0,0,4,?,4,?,2.7
3.79,0,0,4,?,4,?,10.1
8.46,0,0,4,?,4,?,6.2
7.41,0,0,4,?,4,?,5.1
3.37,0,0,4,?,4,?,4.1
3.25,0,1.8,4,?,4,?,4.1
5.88,0,1,4,?,4,?,8.3
6.83,0,10.8,4,?,4,?,8.8
9.87,0,0.2,4,?,4,?,1.1
4.08,0,0,4,?,4,?,-5
7.17,0,6.2,4,?,4,?,-3.3
12.62,0,4.1,4,?,4,?,7.7
10.21,0,1.7,4,?,4,?,8.7
12.83,0,0.6,4,?,4,?,7.3
8.96,0,4.8,4,?,4,?,6.1
7.87,4,0,4,?,4,?,6.3
9.54,0,0.1,4,?,4,?,7.6
12.38,4,0,4,?,4,?,4.2
9.13,0,0,4,?,4,?,7.8
8.5,4,0,4,?,4,?,4.4
9.17,0,0,4,?,4,?,-1.6
7.33,0,0,4,?,4,?,7.6
4.17,4,0,0,14.3,0,7.8,5
1.83,0,0,0,16,0,2.2,-1.1
3.79,4,0,0,18.8,0,4.8,3.7
6.5,0,17.6,0,17.1,0,6.8,3.4
3.46,0,1.5,0,15.4,0,10.6,10
4.58,0,1.3,0,15.1,0,8.4,5.7
2.5,0,0,0,16.9,0,7.6,4.4
4.42,0,0.3,0,18.6,0,6.3,?
3.54,0,0,0,19,0,10.8,9.9
4.42,0,1.3,0,19.6,0,6.8,3.9
6.29,0,5,0,18.2,0,12.1,11.7
5.46,0,0.2,0,20.6,0,11.6,9.4
8.5,4,0,0,18.3,0,10.1,6.8
7.17,0,8.6,0,21.2,0,9,6.2
15.67,0,0.2,0,20.6,0,12.9,12.2
11.17,0,3.3,0,18.8,0,11.2,9.4
13.42,0,5.5,0,19,0,9.4,6.7
24.21,0,0.4,0,18.4,0,11.2,11.6
13.83,0,0.3,0,19.2,0,10.7,8.3
13.46,0,10,0,20.9,0,12.1,11.7
5.17,0,16.4,0,20.1,2,10.6,?
10.92,0,2.2,0,19,0,10.2,10.1
21.04,0,1.4,0,19,0,12.4,10.7
16.92,0,1.2,0,17.9,0,11.1,9.4
15.12,0,1,0,18.3,0,14.1,13.4
17,0,1.1,0,17.8,0,9.9,7.2
8.83,4,0,0,17.1,0,9,4.4
11.63,0,0.1,0,19.7,0,9.4,6.7
4.12,0,0.2,0,19.8,0,13.8,13.7
8.5,4,0,0,19.1,0,13.8,12.1
8.54,4,0,4,?,4,?,5.1
10.17,0,0,4,?,4,?,10.6
9.38,0,0,4,?,4,?,4
7.79,0,0,4,?,4,?,1.7
9.92,0,0.3,4,?,4,?,8.2
4.88,0,1.9,4,?,4,?,12.2
7.75,0,0,4,?,4,?,5
9.42,0,0.7,4,?,4,?,5.1
7.04,0,0.3,4,?,4,?,4.3
8.04,0,0.4,4,?,4,?,9.8
10.08,0,0.2,4,?,4,?,10.8
5.71,0,8.2,4,?,4,?,3.8
4.5,0,6.1,4,?,4,?,12.3
5.96,0,0.2,4,?,4,?,12.8
8.04,4,0,4,?,4,?,12.1
5.41,4,0,4,?,4,?,4.2
4.88,0,0,4,?,4,?,5.8
10.46,0,18.1,4,?,4,?,7.7
8.83,0,0,4,?,4,?,11.3
4.79,0,1.6,4,?,4,?,7.7
7.21,0,9.5,4,?,4,?,10.5
4.79,0,12.5,4,?,4,?,6.6
6.96,0,4.1,4,?,4,?,7.6
10.96,0,8.5,4,?,4,?,11.2
7.79,0,0.1,4,?,4,?,12.8
10.67,4,0,4,?,4,?,8.4
12.96,0,2.3,4,?,4,?,11.1
14.09,0,5.1,4,?,4,?,12.8
18.71,0,0.2,4,?,4,?,12.3
5.33,0,0.1,4,?,4,?,9.4
13.29,0,0.9,4,?,4,?,2.8
9.92,0,6.2,4,?,4,?,5.5
7.71,0,6.7,4,?,4,?,10.6
5.63,0,15.7,4,?,4,?,5.6
11.92,0,0.2,4,?,4,?,12.5
17.54,0,0,4,?,4,?,10.7
12.33,0,2.8,4,?,4,?,7.7
8.63,0,0.2,4,?,4,?,6
3.58,0,0,4,?,4,?,6
6.54,0,0.2,4,?,4,?,6.1
9.75,0,0,4,?,4,?,10.7
11.08,0,0,4,?,4,?,12.4
11.17,0,0,4,?,4,?,14.4
6.5,0,0,4,?,4,?,14.7
7.12,0,0.2,4,?,4,?,12.7
7.21,0,0,4,?,4,?,11.6
4.21,0,0,4,?,4,?,6.8
7.87,0,0,4,?,4,?,10
12.67,0,0,4,?,4,?,12.8
10.96,0,1.4,4,?,4,?,9
14.17,0,4.6,4,?,4,?,6.1
14.88,0,2.2,4,?,4,?,11
16.83,0,0.8,4,?,4,?,8.8
11.87,0,0.5,4,?,4,?,10.5
16.42,0,4.7,4,?,4,?,11.1
15.71,0,0.4,4,?,4,?,7.3
7.79,0,0.6,4,?,4,?,10.3
8.58,0,1.3,4,?,4,?,2
16.92,0,0,4,?,4,?,12.2
15.25,4,0,4,?,4,?,8.1
11.87,0,1.8,4,?,4,?,7.1
9.87,0,3,4,?,4,?,6.1
7.75,0,0,4,?,4,?,1.6
3.29,0,0,4,?,4,?,1.5
10.63,0,0.8,4,?,4,?,2.2
13.54,0,2,4,?,4,?,5
11.29,0,0.5,4,?,4,?,9.6
3.96,0,0.2,4,?,4,?,6.4
5.33,4,0,4,?,4,?,3
7.29,0,1.4,4,?,4,?,?
16.33,0,1.4,4,?,4,?,?
14.21,0,1,4,?,4,?,?
10.92,0,0.2,4,?,4,?,9.7
3.42,0,1.2,4,?,4,?,7.8
2.71,0,1.2,4,?,4,?,10
4.25,0,0.3,4,?,4,?,3.8
6.42,0,2.5,4,?,4,?,13.2
9.54,0,2,4,?,4,?,7.2
12.71,0,25.1,4,?,4,?,6.3
13.04,0,0.6,4,?,4,?,7.6
9.25,4,0,4,?,4,?,0
9.54,0,0,4,?,4,?,8.2
12.21,4,0,4,?,4,?,6.6
8.25,4,0,4,?,4,?,12.1
4.21,0,2.6,4,?,4,?,7.5
5.96,0,25.3,4,?,4,?,2.7
4.29,4,0,4,?,4,?,10
3.42,0,11,4,?,4,?,9.4
5.37,0,0,4,?,4,?,0.6
2.5,0,0,4,?,4,?,-2
11.63,0,0.1,4,?,4,?,7.7
15.63,4,0,4,?,4,?,9.8
8,0,11.5,4,?,4,?,6.2
4.67,0,1.5,4,?,4,?,8.7
9.79,0,4.2,4,?,4,?,6.6
6.79,0,1.5,4,?,4,?,12.3
2.13,0,0.1,4,?,4,?,6.5
0.42,0,2.5,4,?,4,?,5.1
4.96,0,0.1,4,?,4,?,10.5
10.71,4,0,4,?,4,?,12.7
11.79,4,0,4,?,4,?,7.8
9.04,4,0,4,?,4,?,1.6
4,4,0,4,?,4,?,-0.5
3,0,0,4,?,4,?,-1.3
3.29,4,0,4,?,4,?,8.8
6.75,0,2,4,?,4,?,2.7
10.08,4,0,4,?,4,?,1.6
5.29,4,0,4,?,4,?,0.8
4.96,0,0.3,4,?,4,?,1.4
5.33,0,0,4,?,4,?,8
9.21,0,0,4,?,4,?,4.2
10.46,4,0,4,?,4,?,3.4
11.87,0,0,4,?,4,?,6.1
8.96,0,0,4,?,4,?,9.3
7.87,0,0,4,?,4,?,7.5
6.83,0,0,4,?,4,?,-1.6
7.17,4,0,4,?,4,?,1.8
